,result
1088,0.1649681438165084
1089,0.4152326434992072
1090,0.9144144132182219
1091,0.11820874697569612
1092,0.08281059643590247
1093,0.9265457495472309
1094,0.31648448075134195
1095,0.5003954812137059
1096,0.36305263968261314
1097,0.9136857796024824
1098,0.21006255805800092
1099,0.10299814995193696
1100,0.9326760941219153
1101,0.6699669240887131
1102,0.06612519335610523
1103,0.23014884329027055
1104,0.21209349252652007
1105,0.16984038733222434
1106,0.3658245841210084
1107,0.9432499141991041
1108,0.8078339638732481
1109,0.15925993114450868
1110,0.1559050771224526
1111,0.5165255667939229
1112,0.9405795759267388
1113,0.956060811262965
1114,0.7658525953371759
1115,0.3037264029075263
1116,0.49887403364585015
1117,0.17493935335273603
1118,0.7753895346298254
1119,0.9423820625865146
1120,0.7118134387732554
1121,0.30618756127599933
1122,0.15063340670746814
1123,0.5250090930410172
1124,0.21428749576495384
1125,0.852278177763658
1126,0.1405405281638276
1127,0.21427716160155152
1128,0.25540019061146807
1129,0.16553339259218938
1130,0.4290054271173679
1131,0.19769412052596663
1132,0.4729130157055169
1133,0.26292070970042825
1134,0.844803786094087
1135,0.9433229280504105
1136,0.18416481927802125
1137,0.35446055636531
1138,0.18968214169507386
1139,0.9372383358549841
1140,0.8626339056939472
1141,0.8594976933547466
1142,0.10709596932867
1143,0.05199552219871799
1144,0.7755497171817362
1145,0.9565908880591357
1146,0.1753757787222082
1147,0.3224506703945211
1148,0.7019451093730878
1149,0.9353682677048539
1150,0.12436327004193104
1151,0.8316543851205969
1152,0.7983930714060018
1153,0.16991328594562966
1154,0.7235443937444833
1155,0.19231643384937605
1156,0.8380332670322952
1157,0.20387466228496667
1158,0.6996691458606515
1159,0.3128374070087757
1160,0.16855377749322192
1161,0.9633817394861699
1162,0.3213761796161268
1163,0.9156891236607368
1164,0.7041357883540517
1165,0.26546506928055935
1166,0.6607325523527606
1167,0.10968026417956142
1168,0.9127553642271046
1169,0.23984177623331032
1170,0.23191480505519907
1171,0.947804915528986
1172,0.9419632735513416
1173,0.1763548030710061
1174,0.272085979368187
1175,0.8631741387078523
1176,0.9367937185301278
1177,0.1883116892850479
1178,0.3735146924661714
1179,0.47250110099555914
1180,0.21473634417888604
1181,0.09983142580651413
1182,0.16648692523924932
1183,0.6740075135433056
1184,0.2290879707464191
1185,0.41090515611388406
1186,0.8694042021916174
1187,0.3050922010992323
1188,0.5482124517215522
1189,0.8684715612390387
1190,0.6451272794982738
1191,0.7838817222910182
1192,0.22616549706395306
1193,0.2706036023115975
1194,0.9453312733330727
1195,0.6254368911111824
1196,0.9561838562675541
1197,0.9444770270216214
1198,0.8077039581666345
1199,0.9556633520907541
1200,0.5150917163306561
1201,0.768856471435929
1202,0.126608309535422
1203,0.918468925838511
1204,0.7349907809673835
1205,0.8096527044385184
1206,0.3682637638994489
1207,0.576049779062284
1208,0.7863768713708994
1209,0.30693271514019305
1210,0.9033417627661386
1211,0.45203919372865387
1212,0.12488136783287526
1213,0.5002985213653768
1214,0.9603096512745085
1215,0.15034671490976373
1216,0.8653261710699909
1217,0.37959167336347965
1218,0.4473564195903561
1219,0.660137380336762
1220,0.7282828848881965
1221,0.8946933083868107
1222,0.8469486042325777
1223,0.1634782949343411
1224,0.42004608695686346
1225,0.2490133474996559
1226,0.1894619238770892
1227,0.21557395577350555
1228,0.9254374570624233
1229,0.320432287383327
1230,0.4840539545347268
1231,0.4106608231378008
1232,0.4472864104015308
1233,0.5489689014567798
1234,0.9565419955748657
1235,0.6578781239212974
1236,0.8102089205208237
1237,0.7922347418021694
1238,0.7006806987022522
1239,0.30693271514019305
1240,0.7776814962028897
1241,0.348891852630067
1242,0.10754301600395012
1243,0.9366722632568667
1244,0.9216603971145189
1245,0.2533016864943822
1246,0.1951369579507692
1247,0.5172006253488133
1248,0.4343335793292331
1249,0.8238138699087024
1250,0.2950547770609256
1251,0.8480235700479156
1252,0.9286795786064427
1253,0.9212040455616869
1254,0.9675466035802238
1255,0.9422333370305571
